Phenotype,Collapsing model,Phenotypic category,P value,No. samples,No. with QV,No. without QV,QV carrier median,QV non-carrier median,Effect size,Effect size standard error,Effect size LCI,Effect size UCI
1072#2498#SMOC1#Q9H4F8#OID21461#v1#Oncology,URmtr,OLINK Proteomics,0.0160359957498329,45621,70,45551,-0.308163404753744,0.0213170532954526,-0.265814327211708,0.110379528108585,-0.482159969161518,-0.049468685261897
1072#1376#IL17D#Q8TAD2#OID20481#v1#Inflammation,URmtr,OLINK Proteomics,0.0898263718160109,44437,68,44369,-0.110307650922643,0.0163760218998958,-0.184421454922832,0.10871654446286,-0.397507773069418,0.0286648632237541
22406#Posterior thigh fat-free muscle volume (left),flexdmg,Chapter XXI Factors influencing health status and contact with health services,0.00996874321292021,21390,229,21161,0.0467357467344157,0.00529277942298316,0.106609784394679,0.0413674497517223,0.0255264837529243,0.187693085036433
1072#1347#IGFBP6#P24592#OID20413#v1#Cardiometabolic,flexdmg,OLINK Proteomics,0.0655175697972984,45060,487,44573,-0.0464565159841072,0.00740779593683936,-0.0719368337375737,0.0390588514009896,-0.148492833011901,0.0046191655367534
25620#Weighted-mean L2 in tract superior thalamic radiation (right),flexdmg,Chapter VI Diseases of the nervous system,0.077091516894395,34970,356,34614,0.0706151912875018,-0.00111356232513351,0.0898907329160244,0.050846940718953,-0.009770889449551,0.1895523552816
23040#VacA antigen for Helicobacter pylori,flexdmg,Chapter I Certain infectious and parasitic diseases,0.0878020565081619,8098,77,8021,0.192590520990403,-0.0409511772233039,0.191371706074605,0.112089343706555,-0.0283522277470886,0.411095639896299
25321#Mean L3 in superior corona radiata on FA skeleton (left),flexdmg,Chapter VI Diseases of the nervous system,0.0857931129130683,34972,356,34616,0.119927128582185,0.00532011472418406,0.0812414969049563,0.047286550478924,-0.0114416470725538,0.173924640882466
23317#Arms combined bone area,flexdmg,Chapter XIII Diseases of the musculoskeletal system and connective tissue,0.0669978447925092,35205,360,34845,0.0522252404821722,0.0113375864009807,0.062721141563008,0.0342411944004444,-0.00439267391535864,0.129834957041375
1072#705#CSNK2A1#P68400#OID31053#v1#NeurologyII,flexdmg,OLINK Proteomics,0.0832904152765519,45520,498,45022,0.0514127808888162,-0.00582099382490564,0.0773498010039589,0.0446606975764668,-0.0101858862918873,0.164885488299805
1072#847#DPEP2#Q9H4A9#OID21305#v1#Oncology,flexdmg,OLINK Proteomics,0.078927645636185,45042,494,44548,0.0343891333405881,-0.00736146489381275,0.0777348553030151,0.0442433946275958,-0.00898293597613251,0.164452646582163
1072#142#AP3S2#P59780#OID31117#v1#NeurologyII,flexdmg,OLINK Proteomics,0.0197040006381695,45493,498,44995,0.0669470081936261,0.00621539923966883,0.103584403016936,0.0444183237273055,0.016523770998056,0.190645035035816
1072#2481#SLC9A3R1#O14745#OID30630#v1#InflammationII,flexdmg,OLINK Proteomics,0.0431875219775518,44654,481,44173,0.0542398225739686,0.00461707797479259,0.0920306976259058,0.0455158238024466,0.00281890309649914,0.181242492155312
25148#Mean MD in uncinate fasciculus on FA skeleton (right),flexdmg,Chapter VI Diseases of the nervous system,0.077032220898933,34972,356,34616,0.061064622762127,0.00507266535349991,0.0907784390202264,0.0513387733709346,-0.00984719079998804,0.191404068840441
25392#Mean OD in middle cerebellar peduncle on FA skeleton,flexdmg,Chapter VI Diseases of the nervous system,0.0243119421026359,34970,356,34614,-0.0111977678661063,-0.00791874654538344,0.118484854978873,0.0526070648457307,0.0153733332966593,0.221596376661086
1072#837#DNM1#Q05193#OID31458#v1#OncologyII,flexdmg,OLINK Proteomics,0.0512758642537399,45423,493,44930,0.0201829672144012,-0.0161923516416915,0.0875149250950613,0.0448975153572452,-0.000484933870331966,0.175514784060455
1072#1109#GADD45GIP1#Q8TAE8#OID30237#v1#CardiometabolicII,flexdmg,OLINK Proteomics,0.0739468091304349,44457,484,43973,0.0869451161281937,-0.00234403369995069,0.0812717428981984,0.0454798255660316,-0.00786950518727644,0.170412990983673
1072#1232#GTF2IRD1#Q9UHL9#OID31264#v1#OncologyII,flexdmg,OLINK Proteomics,0.0932043849100854,44858,487,44371,-0.11919359315208,0.00170545193766448,-0.0766585904185586,0.0456636208543875,-0.166160058659929,0.0128428778228118
23129#Trunk fat-free mass,flexdmg,Chapter XXI Factors influencing health status and contact with health services,0.0000933007944234906,411684,4482,407202,0.0468146666713541,0.0165248857765545,0.0362455856694657,0.00927608528716766,0.0180647391362827,0.0544264322026487
25665#Weighted-mean ICVF in tract inferior longitudinal fasciculus (right),flexdmg,Chapter VI Diseases of the nervous system,0.0952994369969387,34969,356,34613,-0.0848909379010153,-0.00259837860651766,-0.0857864795458488,0.0514268220169954,-0.186584687814124,0.0150117287224263
1072#1923#NUDT5#Q9UKK9#OID21115#v1#Neurology,flexdmg,OLINK Proteomics,0.0981639304340064,45260,493,44767,0.117898129513799,-0.000220502003853242,0.073443066390135,0.044407199949868,-0.0135957747769447,0.160481907557215
1072#1234#GUCA2A#Q02747#OID21101#v1#Neurology,flexdmg,OLINK Proteomics,0.0420538545525845,45031,490,44541,-0.100714057115162,0.0152169809305725,-0.0891035811388194,0.0438276529719251,-0.175006512404258,-0.00320064987338062
25198#Mean MO in tapetum on FA skeleton (right),flexdmg,Chapter VI Diseases of the nervous system,0.00219772216949554,34972,356,34616,-0.166526190655894,0.0123726171230369,-0.158893702130383,0.0518861751599268,-0.260592256879755,-0.057195147381011
25130#Mean MD in posterior corona radiata on FA skeleton (right),flexdmg,Chapter VI Diseases of the nervous system,0.091747621362183,34972,356,34616,0.0383326248083345,0.00630991561602111,0.0825423583115877,0.0489488991016256,-0.0133990418757369,0.178483758498912
1072#1664#MANSC4#A6NHS7#OID30141#v1#CardiometabolicII,flexdmg,OLINK Proteomics,0.0114067454829581,44108,475,43633,-0.0865282082532872,0.0228447034990913,-0.114621456693576,0.045303293812979,-0.203416718621866,-0.0258261947652854
1072#2629#TBCB#Q99426#OID20993#v1#Neurology,flexdmg,OLINK Proteomics,0.0815077677315233,44914,494,44420,0.0202611017291284,0.00328402173306697,0.0781010035470625,0.0448329939921204,-0.00977241905418343,0.165974426148308
1072#660#CPOX#P36551#OID30495#v1#InflammationII,flexdmg,OLINK Proteomics,0.0434151897636834,44339,479,43860,0.131969733870423,0.00675198410322603,0.0915655291816116,0.045335049991444,0.00270803729314287,0.18042302107008
1072#563#CHMP1A#Q9HD42#OID20930#v1#Neurology,flexdmg,OLINK Proteomics,0.09355743692421,44914,494,44420,0.0216564453897635,0.00328402173306697,0.0757569738989335,0.0451752059939874,-0.0127871899841587,0.164301137782026
1072#1523#KLK8#O60259#OID21517#v1#Oncology,flexdmg,OLINK Proteomics,0.0701169443622484,43747,479,43268,-0.0523888471492386,-0.0188169701316752,-0.0799400659922968,0.0441365500641755,-0.166448509020407,0.0065683770358131
1072#2154#PRR4#Q16378#OID30607#v1#InflammationII,flexdmg,OLINK Proteomics,0.0580871036649254,44381,476,43905,-0.125517315091477,-0.0290282266847559,-0.0861589319656561,0.0454643190232701,-0.175269791116181,0.0029519271848691
1072#490#CDH3#P22223#OID21008#v1#Neurology,flexdmg,OLINK Proteomics,0.035081993500016,45644,497,45147,-0.0714750474912704,0.027825741172758,-0.0924445274477342,0.0438650949849836,-0.178420814621203,-0.00646824027426596
1072#811#DIPK1C#Q0P6D2#OID30932#v1#NeurologyII,flexdmg,OLINK Proteomics,0.0260357838819872,44410,470,43940,0.117539411497118,0.00569064909646399,0.103279794212706,0.0464021972751757,0.0123306789330281,0.194228909492384
1072#1555#LAT#O43561#OID20640#v1#Inflammation,flexdmg,OLINK Proteomics,0.0923904343881436,45752,496,45256,0.0793559839775899,-0.00184242505536674,0.0754014723748321,0.0448029967330924,-0.0124131117118744,0.163216056461539
1072#272#BNIP2#Q12982#OID30292#v1#CardiometabolicII,flexdmg,OLINK Proteomics,0.0568547561407302,45616,498,45118,0.0746914953026711,0.00221192360293308,0.0857700681776245,0.0450360911291681,-0.00250139159002177,0.174041527945271
1072#1030#FES#P07332#OID21207#v1#Oncology,flexdmg,OLINK Proteomics,0.0262128971691,44180,492,43688,0.105026080583262,0.00391338573377836,0.100022560589149,0.0449920193923645,0.0118374060107627,0.188207715167535
23014#LANA antigen for Kaposi's Sarcoma-Associated Herpesvirus,flexdmg,Chapter I Certain infectious and parasitic diseases,0.0678913591876114,8098,77,8021,-0.236663833448615,-0.0223326203843129,-0.207108032100991,0.113423466956349,-0.429447190519015,0.0152311263170322
1072#2338#SAFB2#Q14151#OID31012#v1#NeurologyII,flexdmg,OLINK Proteomics,0.00876539054547479,45520,498,45022,0.135907675819806,-0.000170488396909827,0.118106389788112,0.0450583999345652,0.0297911994584022,0.206421580117822
1072#1875#NMT1#P30419#OID31021#v1#NeurologyII,flexdmg,OLINK Proteomics,0.0284739635140205,45520,498,45022,0.0930502858270323,0.0131523411647179,0.0983663285991515,0.0449004775407344,0.0103606687074675,0.186371988490835
1072#211#ATP6V1D#Q9Y5K8#OID21341#v1#Oncology,flexdmg,OLINK Proteomics,0.0841351615948387,45042,494,44548,0.0276026347157487,-0.00251124891865895,0.0780915699748049,0.0452123099373001,-0.0105253114691308,0.166708451418741
1072#1574#LETM1#O95202#OID31018#v1#NeurologyII,flexdmg,OLINK Proteomics,0.0969662123828436,45520,498,45022,0.0960414175678155,-0.00248426204771867,0.074091136477901,0.0446392113088552,-0.0134024373870123,0.161584710342814
1072#844#DOK1#Q99704#OID31111#v1#NeurologyII,flexdmg,OLINK Proteomics,0.0608407149515314,45493,498,44995,0.0301311321706243,0.00563041398494938,0.0833184500618413,0.0444436699277099,-0.00379186091926183,0.170428761042944
1072#2111#PPM1A#P35813#OID21184#v1#Oncology,flexdmg,OLINK Proteomics,0.0790632348882762,44180,492,43688,0.0877633279660489,0.00943237883972771,0.0793430094681883,0.0451791078524568,-0.00920884180432059,0.167894860740697
25795#Volume of grey matter in Precentral Gyrus (right),flexdmg,Chapter VI Diseases of the nervous system,0.00450378864202022,36929,380,36549,-0.0518529980728879,0.0080820183571594,-0.133912423046191,0.0471404810302173,-0.226309096748515,-0.0415157493438667
1072#436#CD300C#Q08708#OID21010#v1#Neurology,flexdmg,OLINK Proteomics,0.0672509672064552,45644,497,45147,-0.0801503501205883,0.0344382363369674,-0.0791618017810198,0.0432569469314071,-0.163946109050736,0.0056225054886962
1072#1278#HMGCL#P35914#OID30214#v1#CardiometabolicII,flexdmg,OLINK Proteomics,0.0185139487100233,44457,484,43973,0.131557674689631,-0.0082540771724948,0.107125620327859,0.045483517035704,0.0179771368977064,0.196274103758012
1072#2181#PSRC1#Q6PGN9#OID21169#v1#Oncology,flexdmg,OLINK Proteomics,0.00581068482442522,44180,492,43688,0.122249809264298,0.00556906350104642,0.124238419155316,0.0450398355898366,0.0359595439833137,0.212517294327318
25259#Mean L2 in inferior cerebellar peduncle on FA skeleton (left),flexdmg,Chapter VI Diseases of the nervous system,0.0740068807115279,34972,356,34616,0.0679853232709067,-0.00383542285610928,0.0912738702573139,0.051087330887735,-0.00885892429290466,0.191406664807532
1072#992#FABP4#P15090#OID20245#v1#Cardiometabolic,flexdmg,OLINK Proteomics,0.097560360806777,45810,497,45313,-0.0419951029884077,0.00314750181418036,-0.068540972064937,0.0413686995701256,-0.149624276532671,0.0125423324027973
1072#2869#VSIR#Q9H7M9#OID20131#v1#Cardiometabolic,flexdmg,OLINK Proteomics,0.0424190264755175,45203,491,44712,0.0700782737560072,0.00552218558427683,0.0914183230993813,0.0450460140761709,0.00312739277409524,0.179709253424667
1072#1828#NDRG1#Q92597#OID20792#v1#Neurology,flexdmg,OLINK Proteomics,0.0255579137039472,44217,484,43733,0.137274684145363,0.00925602990044063,0.101612650035122,0.0455062240030257,0.0124196473625442,0.1908056527077
1072#1194#GORASP2#Q9H8Y8#OID31438#v1#OncologyII,flexdmg,OLINK Proteomics,0.0310030682991381,45423,493,44930,0.101864785093405,0.00971269880270353,0.0968297883712976,0.0448888636164767,0.00884688695826281,0.184812689784332
25015#Volume of putamen (left),flexdmg,Chapter VI Diseases of the nervous system,0.0194515327538111,36920,380,36540,-0.0262769139349516,0.0076742042970134,-0.103739361466885,0.0443925385598188,-0.190749991041916,-0.0167287318918536
1072#354#CAPN3#P20807#OID31384#v1#OncologyII,flexdmg,OLINK Proteomics,0.00112583895274961,45424,497,44927,0.153607017530478,0.000707904896483265,0.145846524033384,0.0447761089894094,0.0580846235713836,0.233608424495384
25213#Mean L1 in superior cerebellar peduncle on FA skeleton (left),flexdmg,Chapter VI Diseases of the nervous system,0.0423381447061936,34972,356,34616,-0.118437238865245,0.0129912819544118,-0.106368927181418,0.0523918963230955,-0.209058711506721,-0.00367914285611548
1072#361#CASP3#P42574#OID20305#v1#Cardiometabolic,flexdmg,OLINK Proteomics,0.0948176497822364,45810,497,45313,0.0122755450986299,-0.00179165287913392,0.074502142157414,0.044597403143278,-0.0129094723026178,0.161913756617446
23105#Basal metabolic rate,flexdmg,Chapter XXI Factors influencing health status and contact with health services,0.00509204668687693,412018,4486,407532,0.0292578877534099,0.0148972855231306,0.0271747196501331,0.00970121221376394,0.00816063724751577,0.0461888020527505
1072#2495#SMARCA2#P51531#OID20796#v1#Neurology,flexdmg,OLINK Proteomics,0.00383585560340648,44217,484,43733,0.16336745052322,0.00306022028781112,0.131931911194751,0.0456273836708601,0.0425014334335735,0.221362388955929
22409#Total thigh fat-free muscle volume,flexdmg,Chapter XXI Factors influencing health status and contact with health services,0.00355337792835982,21260,227,21033,0.0480358120234494,0.00296909393324297,0.117143842651728,0.040177833533197,0.0383922516604929,0.195895433642964
25367#Mean ICVF in anterior corona radiata on FA skeleton (left),flexdmg,Chapter VI Diseases of the nervous system,0.0922118183462252,34970,356,34614,-0.0386131100507873,-0.00909421579671526,-0.0826695569695731,0.0490943871766053,-0.178896118604979,0.0135570046658332
1072#611#CMIP#Q8IY22#OID31406#v1#OncologyII,flexdmg,OLINK Proteomics,0.01959466543272,45424,497,44927,0.0835566656919462,0.000659083861808614,0.104275680381701,0.0446748402385719,0.0167122683152209,0.191839092448182
1072#259#BHMT2#Q9H2M3#OID30051#v1#CardiometabolicII,flexdmg,OLINK Proteomics,0.0888054994431902,44108,475,43633,0.0574525011129572,-0.000201036011215566,0.0785836718677055,0.046177604037945,-0.0119252536576057,0.169092597393017
25326#Mean L3 in sagittal stratum on FA skeleton (right),flexdmg,Chapter VI Diseases of the nervous system,0.027431352783971,34972,356,34616,0.109496764215223,0.000433030564639212,0.112287170554277,0.0509142662180842,0.0124935882648857,0.212080752843669
22146#Age hayfever or allergic rhinitis diagnosed by doctor,flexdmg,Chapter X Diseases of the respiratory system,0.04935738144204,23927,277,23650,0.110314796814998,-0.0155663757486951,0.114571711387542,0.0582886724419571,0.000322232340267306,0.228821190434818
1072#1240#GZMB#P10144#OID20604#v1#Inflammation,flexdmg,OLINK Proteomics,0.0264291899419698,45190,493,44697,0.116902243558619,-0.0000981582341428166,0.0974009815187142,0.0438759105889259,0.011403472658546,0.183398490378882
25689#Weighted-mean OD in tract inferior fronto-occipital fasciculus (left),flexdmg,Chapter VI Diseases of the nervous system,0.0101615397052527,34969,356,34613,0.0748349879457049,-0.00674345466588767,0.136349468611864,0.0530455364955883,0.0323785284355943,0.240320408788134
1072#2464#SLA2#Q9H6Q3#OID31017#v1#NeurologyII,flexdmg,OLINK Proteomics,0.0840853609619447,45520,498,45022,0.0604627779362999,0.0103269092550226,0.0772711608228873,0.0447301463563395,-0.0104006472012035,0.164942968846978
1072#983#F13B#P05160#OID30781#v1#InflammationII,flexdmg,OLINK Proteomics,0.0203796266718379,45461,496,44965,-0.042144755233335,0.0144144783268862,-0.102456959024359,0.0441745601309319,-0.189039812079589,-0.0158741059691295
1072#1566#LDLRAP1#Q5SW96#OID31068#v1#NeurologyII,flexdmg,OLINK Proteomics,0.0255323737146813,45520,498,45022,0.0819141691746838,-0.00148568514143552,0.0996022600111787,0.0445981968607341,0.0121890751258417,0.187015444896516
25831#Volume of grey matter in Frontal Medial Cortex (right),flexdmg,Chapter VI Diseases of the nervous system,0.0388801635236216,36929,380,36549,-0.0303998145858131,0.00333819483224445,-0.10089240348405,0.048845850768559,-0.196631650019993,-0.00515315694810581
25794#Volume of grey matter in Precentral Gyrus (left),flexdmg,Chapter VI Diseases of the nervous system,0.0148333008177516,36929,380,36549,-0.129555576726851,0.00591507049032891,-0.115106631294626,0.0472418768981427,-0.20770204376072,-0.022511218828532
1072#1900#NRN1#Q9NPD7#OID30983#v1#NeurologyII,flexdmg,OLINK Proteomics,0.0251508124374505,45520,498,45022,0.092317640984711,0.00694136901093615,0.100857473457666,0.0450427010637127,0.0125730531679336,0.189141893747399
25788#Volume of grey matter in Middle Frontal Gyrus (left),flexdmg,Chapter VI Diseases of the nervous system,0.0341958044494789,36929,380,36549,-0.173486373478441,0.00796488516118554,-0.103418783657656,0.0488323403492739,-0.199131549390372,-0.00770601792494122
25688#Weighted-mean OD in tract forceps minor,flexdmg,Chapter VI Diseases of the nervous system,0.0774696176945248,34969,356,34613,-0.0806370310013313,-0.00272211121978254,-0.0928912255799663,0.0526113338453132,-0.196011114739345,0.0102286635794119
1072#715#CTAG1A_CTAG1B#P78358#OID31299#v1#OncologyII,flexdmg,OLINK Proteomics,0.0685888489847596,44791,486,44305,0.134705011708495,-0.00121300757436681,0.0831462779223289,0.0456556093858711,-0.00633949132029724,0.172632047164955
1072#2434#SH3BGRL2#Q9UJC5#OID30863#v1#NeurologyII,flexdmg,OLINK Proteomics,0.0453660010621399,44185,485,43700,0.127846787825674,0.000476867735547999,0.0911016844628856,0.045521216360457,0.00187929473462448,0.180324074191147
1072#1233#GTPBP2#Q9BX10#OID30946#v1#NeurologyII,flexdmg,OLINK Proteomics,0.00949000545173842,44410,470,43940,0.0966161666824035,-0.00297010782930616,0.118810744962894,0.0458022918646849,0.0290374547419324,0.208584035183856
25320#Mean L3 in superior corona radiata on FA skeleton (right),flexdmg,Chapter VI Diseases of the nervous system,0.0433696442341749,34972,356,34616,0.0959084507247726,0.00423752593809949,0.0964786475837072,0.0477568388933661,0.0028737233455263,0.190083571821888
1072#810#DIABLO#Q9NR28#OID20184#v1#Cardiometabolic,flexdmg,OLINK Proteomics,0.0997366046865821,45135,490,44645,0.016778704338686,-0.000786652172557728,0.0741295799172149,0.0450316622600323,-0.0141332241754826,0.162392384009912
1072#199#ATG16L1#Q676U5#OID31466#v1#OncologyII,flexdmg,OLINK Proteomics,0.0785125116790765,45423,493,44930,0.0500478187176445,-0.00441702653135114,0.0785396039608705,0.0446394229729125,-0.00895438974136502,0.166033597663106
1072#642#COMMD9#Q9P000#OID31390#v1#OncologyII,flexdmg,OLINK Proteomics,0.0318164803212644,45424,497,44927,0.0471297291551458,0.00663970794991554,0.0961921835346313,0.044807762458603,0.00836824175918662,0.184016125310076
25331#Mean L3 in cingulum cingulate gyrus on FA skeleton (left),flexdmg,Chapter VI Diseases of the nervous system,0.0850484745251591,34972,356,34616,0.0159300169965868,-0.00117536890934307,0.0882387404936295,0.0512370998616538,-0.0121876060123248,0.188665086999584
1072#1332#IFNL1#Q8IU54#OID20795#v1#Neurology,flexdmg,OLINK Proteomics,0.0586519401913953,44217,484,43733,0.0426678422347752,0.00983298206241066,0.0859443962438586,0.0454529702167256,-0.00314422806712489,0.175033020554842
1072#315#C4BPB#P20851#OID21481#v1#Oncology,flexdmg,OLINK Proteomics,0.0366341330039393,45388,495,44893,-0.063791101214219,-0.0062551013581726,-0.0906395694513916,0.0433707048306912,-0.175646856746762,-0.00563228215602089
25164#Mean MO in superior cerebellar peduncle on FA skeleton (right),flexdmg,Chapter VI Diseases of the nervous system,0.0549522253658813,34972,356,34616,-0.119492808086183,0.0108259752444523,-0.10095964363445,0.0526018312642404,-0.204060907126217,0.00214161985731708
1072#1605#LPO#P22079#OID20963#v1#Neurology,flexdmg,OLINK Proteomics,0.0238951671079271,43778,489,43289,-0.117934397344005,-0.046914618537215,-0.0995254481242105,0.0440594608275178,-0.185882793149214,-0.0131681030992073
25092#Mean FA in cingulum hippocampus on FA skeleton (right),flexdmg,Chapter VI Diseases of the nervous system,0.0631225005151135,34972,356,34616,-0.149017310973488,0.010949705592727,-0.0969277322384016,0.0521569199542615,-0.199156955401949,0.00530149092514605
1072#2070#PLCB1#Q9NQ66#OID30484#v1#InflammationII,flexdmg,OLINK Proteomics,0.043688251817257,44339,479,43860,0.142976426023017,0.00047513602976807,0.092608983845535,0.0459113243476938,0.00262198412712746,0.182595983563943
1072#1933#OGA#O60502#OID31465#v1#OncologyII,flexdmg,OLINK Proteomics,0.0153377926634406,45423,493,44930,0.108171144579374,-0.0028307961097658,0.108269325828317,0.0446582855816866,0.0207383611066689,0.195800290549965
1072#2797#TSPYL1#Q9H0U9#OID30512#v1#InflammationII,flexdmg,OLINK Proteomics,0.0325767935962999,44339,479,43860,0.122163060928259,0.0000250071585230399,0.0971544563405079,0.0454560386947987,0.00805982447471561,0.1862490882063
1072#890#EDNRB#P24530#OID30421#v1#InflammationII,flexdmg,OLINK Proteomics,0.0216570021463162,44339,479,43860,0.1159927058136,0.00852754440681936,0.105752452876714,0.0460511757310905,0.015491341997778,0.196013563755649
20150#Forced expiratory volume in 1-second (FEV1) Best measure,flexdmg,Chapter X Diseases of the respiratory system,0.049018732463328,314910,3409,311501,0.0181025898745889,0.00785522485918668,0.0246873927889019,0.0125416263532193,0.000106162349246621,0.0492686232285572
1072#1428#IMPG1#Q17R60#OID30814#v1#NeurologyII,flexdmg,OLINK Proteomics,0.056947474505546,44185,485,43700,0.0672387820565293,0.00574754253845342,0.0869705916946886,0.0456835042575815,-0.00256988518420501,0.176511068573582
1072#78#AHSA1#O95433#OID31379#v1#OncologyII,flexdmg,OLINK Proteomics,0.00119091039782538,45424,497,44927,0.10709801410386,-0.00212371610845973,0.145553488489601,0.0449065422979789,0.0575359366255035,0.233571040353698
25390#Mean ICVF in tapetum on FA skeleton (right),flexdmg,Chapter VI Diseases of the nervous system,0.00769406043200368,34970,356,34614,-0.11074707498558,-0.0151573977777825,-0.133288993874303,0.0500078218109432,-0.231305916469402,-0.0352720712792043
1072#2084#PM20D1#Q6GTS8#OID20149#v1#Cardiometabolic,flexdmg,OLINK Proteomics,0.0893808753172879,45047,488,44559,0.0992969696264037,0.00187138310045904,0.0751106002077301,0.0442162761079264,-0.0115540380619179,0.161775238477378
1072#2566#SSNA1#O43805#OID31453#v1#OncologyII,flexdmg,OLINK Proteomics,0.084711618412809,45423,493,44930,0.0638582187211203,-0.00195227181189494,0.077198495650288,0.0447782735835436,-0.0105676475028819,0.164964638803458
1072#167#ARG2#P78540#OID31339#v1#OncologyII,flexdmg,OLINK Proteomics,0.0692438719938709,45424,497,44927,0.0625316378174901,-0.0104478890549435,0.0818309733671582,0.0450395736253065,-0.00644732205797537,0.170109268792292
1072#673#CREG1#O75629#OID21515#v1#Oncology,flexdmg,OLINK Proteomics,0.04666636827632,44687,490,44197,-0.0859819925499268,0.0150456359421574,-0.0891739945292388,0.0448252233262166,-0.177032198532198,-0.00131579052627911
1072#2766#TPRKB#Q9Y3C4#OID31234#v1#OncologyII,flexdmg,OLINK Proteomics,0.0974649793389737,44039,483,43556,0.0690105000906693,0.0016987285511016,0.0757072060190746,0.0456809169007823,-0.0138282077330684,0.165242619771218
1072#284#BRDT#Q58F21#OID30179#v1#CardiometabolicII,flexdmg,OLINK Proteomics,0.0967615614879051,44108,475,43633,0.106650401831291,0.00263860069117776,0.0763626553874973,0.0459795552018288,-0.0137580908952598,0.166483401670254
47#Hand grip strength (right),flexdmg,Chapter XXI Factors influencing health status and contact with health services,9.42147301612598e-12,417659,4541,413118,0.0936809828812815,0.0184491990022116,0.0701532388455591,0.0102935402103513,0.0499782122926068,0.0903282653985115
23293#Femur total BMD (bone mineral density) T-score (left),flexdmg,Chapter XIII Diseases of the musculoskeletal system and connective tissue,0.0539955682833818,35164,358,34806,0.0613025177161049,-0.0066463185424195,0.0981855468441062,0.0509542150876747,-0.00168631762319843,0.198057411311411
1072#1616#LRPAP1#P30533#OID21059#v1#Neurology,flexdmg,OLINK Proteomics,0.0875441419510436,45644,497,45147,0.0951517797654305,-0.000801861200929528,0.0752528032925357,0.0440452528941493,-0.0110765962619794,0.161582202847051
1072#1603#LPCAT2#Q7L5N7#OID21290#v1#Oncology,flexdmg,OLINK Proteomics,0.0516997280885612,45042,494,44548,-0.0877000414290973,0.008223193236939,-0.0868359541102583,0.0446301930463591,-0.174311876740487,0.000639968519970252
25429#Mean OD in cingulum hippocampus on FA skeleton (left),flexdmg,Chapter VI Diseases of the nervous system,0.0684890227375119,34970,356,34614,0.0152502110588376,-0.00488731976206881,0.0956032788986171,0.052476452248853,-0.00725223793606466,0.198458795733299
1072#1236#GUK1#Q16774#OID30148#v1#CardiometabolicII,flexdmg,OLINK Proteomics,0.0227796728546534,44108,475,43633,0.0501292128134567,0.00113082779648189,0.10508212782135,0.0461455327446465,0.0146360626015295,0.19552819304117
1072#1741#MN1#Q10571#OID30908#v1#NeurologyII,flexdmg,OLINK Proteomics,0.0150061913979363,44410,470,43940,0.127623273780681,0.00776228109434415,0.113088240140287,0.0464938982316602,0.0219593893878881,0.204217090892687
1072#1707#MESD#Q14696#OID21099#v1#Neurology,flexdmg,OLINK Proteomics,0.065180100325032,45260,493,44767,0.0718228537756855,0.00156801487945483,0.0829165651501274,0.0449639972898488,-0.00521360794716962,0.171046738247424
20019#Speech-reception-threshold (SRT) estimate (left),flexdmg,Chapter VI Diseases of the nervous system,0.0273228885841176,133538,1404,132134,-0.0901435302521594,-0.0396923791305469,-0.0569660900359226,0.0258127438591365,-0.107558596917146,-0.00637358315469898
1072#2545#SPINT3#P49223#OID31509#v1#OncologyII,flexdmg,OLINK Proteomics,0.0639076257202469,45423,493,44930,0.0622199399681134,0.00178144783898362,0.0512020153269066,0.0276339105208932,-0.0029608979022878,0.105364928556101
25242#Mean L1 in superior fronto-occipital fasciculus on FA skeleton (right),flexdmg,Chapter VI Diseases of the nervous system,0.0897663559056235,34972,356,34616,0.0119088272935024,0.00615525885264533,0.084210550087818,0.0496325904487007,-0.0130709069003381,0.181492007075974
1072#2637#TCOF1#Q13428#OID30316#v1#CardiometabolicII,flexdmg,OLINK Proteomics,0.0985397528299116,45616,498,45118,-0.0217198773445517,0.00860472505041725,-0.0732841615580399,0.0443606508440083,-0.160231747551074,0.0136634244349947
1072#1070#FMR1#Q06787#OID21233#v1#Oncology,flexdmg,OLINK Proteomics,0.0750309616113235,44180,492,43688,0.108135534887505,0.00569449420003175,0.0804452179603461,0.0451858942335558,-0.00811993473926755,0.16901037065996
23466#NMR Leucine,flexdmg,NMR Metabolomics,0.0955396067200657,100763,1129,99634,0.0666421325970531,-0.000833343408822586,0.0467034950449692,0.0280183564567371,-0.00821214580785957,0.101619135897798
NMR Free Cholesterol to Cholesterol in Very Large HDL percentage,flexdmg,NMR Metabolomics,0.037638222513974,100797,1129,99668,0.0938633628037707,-0.00088279739496527,0.0517679705316156,0.0249028037264771,0.00295877567234912,0.100577165390882
1072#1472#ITPRIP#Q8IWB1#OID30860#v1#NeurologyII,flexdmg,OLINK Proteomics,0.0715506304220281,44185,485,43700,0.0621080041848049,0.0134781956233444,0.082206237279205,0.0456191875284823,-0.00720817767233824,0.171620652230748
1072#281#BRD1#O95696#OID31259#v1#OncologyII,flexdmg,OLINK Proteomics,0.0706702567613026,44858,487,44371,0.060295787717737,0.00610505856761436,0.0826127258669236,0.0457021432391718,-0.0069642468993585,0.172189698633206
1072#2701#TMED8#Q6PL24#OID31462#v1#OncologyII,flexdmg,OLINK Proteomics,0.0590526888360743,45423,493,44930,0.0781703613242213,0.0103472186647374,0.0844900045571626,0.0447546576159702,-0.00322985091618236,0.172209860030508
